# {"length": 200, "ensemble_size": 10000, "signature": "sq_lattice_site_percolation_periodic_", "columns": "p,H,std", "date": "2018-12-21-12-20-22"}
0.00000000e+00 1.12897000e+01 2.08732366e-12
2.50006250e-05 1.12896000e+01 5.34710145e-13
5.00012500e-05 1.12896000e+01 1.41414284e-06
7.50018750e-05 1.12895000e+01 8.45588136e-13
1.00002500e-04 1.12894000e+01 1.82263325e-12
1.25003125e-04 1.12893999e+01 3.31496590e-06
1.50003750e-04 1.12893000e+01 8.20717897e-13
1.75004375e-04 1.12892000e+01 6.82155135e-13
2.00005000e-04 1.12891997e+01 5.82132191e-06
2.25005625e-04 1.12891000e+01 1.53484905e-12
2.50006250e-04 1.12890000e+01 1.08540830e-12
2.75006875e-04 1.12889993e+01 8.39660350e-06
3.00007500e-04 1.12888992e+01 9.01863258e-06
3.25008125e-04 1.12888000e+01 1.77289277e-12
3.50008750e-04 1.12887000e+01 1.24173552e-12
3.75009375e-04 1.12886987e+01 1.14985922e-05
4.00010000e-04 1.12886000e+01 1.36786316e-13
4.25010625e-04 1.12885000e+01 1.50820237e-12
4.50011250e-04 1.12884982e+01 1.31498932e-05
4.75011875e-04 1.12884000e+01 1.53129616e-12
5.00012500e-04 1.12883000e+01 1.59880110e-13
5.25013125e-04 1.12882976e+01 1.54603170e-05
5.50013750e-04 1.12882000e+01 1.22041817e-12
5.75014375e-04 1.12881000e+01 1.79598657e-12
6.00015000e-04 1.12880000e+01 4.15688285e-13
6.25015625e-04 1.12879967e+01 1.78645435e-05
6.50016250e-04 1.12879000e+01 1.73187758e-06
6.75016875e-04 1.12878000e+01 1.55616640e-12
7.00017500e-04 1.12877960e+01 1.95968978e-05
7.25018125e-04 1.12876999e+01 2.64495739e-06
7.50018750e-04 1.12876000e+01 7.97624103e-13
7.75019375e-04 1.12875951e+01 2.16296182e-05
8.00020001e-04 1.12874999e+01 3.73922428e-06
8.25020626e-04 1.12874000e+01 1.00000000e-06
8.50021251e-04 1.12873938e+01 2.41037175e-05
8.75021876e-04 1.12872998e+01 4.11980549e-06
9.00022501e-04 1.12872000e+01 1.41414284e-06
9.25023126e-04 1.12871000e+01 1.00000000e-06
9.50023751e-04 1.12870927e+01 2.60641331e-05
9.75024376e-04 1.12869997e+01 5.18939235e-06
1.00002500e-03 1.12869000e+01 1.41414284e-06
1.02502563e-03 1.12868915e+01 2.79341571e-05
1.05002625e-03 1.12867996e+01 6.15299813e-06
1.07502688e-03 1.12867000e+01 1.41414284e-06
1.10002750e-03 1.12866902e+01 2.98205185e-05
1.12502813e-03 1.12865995e+01 7.05372068e-06
1.15002875e-03 1.12865000e+01 1.99969995e-06
1.17502938e-03 1.12864889e+01 3.14094533e-05
1.20003000e-03 1.12863994e+01 8.09919500e-06
1.22503063e-03 1.12862999e+01 2.44887723e-06
1.25003125e-03 1.12862000e+01 1.00000000e-06
1.27503188e-03 1.12861870e+01 3.37166306e-05
1.30003250e-03 1.12860992e+01 9.01863258e-06
1.32503313e-03 1.12860000e+01 1.99969995e-06
1.35003375e-03 1.12859855e+01 3.52200745e-05
1.37503438e-03 1.12858990e+01 9.99949494e-06
1.40003500e-03 1.12857999e+01 2.23562067e-06
1.42503563e-03 1.12857839e+01 3.67359831e-05
1.45003625e-03 1.12856987e+01 1.12004484e-05
1.47503688e-03 1.12855999e+01 3.46219564e-06
1.50003750e-03 1.12855824e+01 3.81441463e-05
1.52503813e-03 1.12854985e+01 1.21981466e-05
1.55003875e-03 1.12853998e+01 3.87027104e-06
1.57503938e-03 1.12853000e+01 1.00000000e-06
1.60004000e-03 1.12852803e+01 3.98079686e-05
1.62504063e-03 1.12851980e+01 1.39663670e-05
1.65004125e-03 1.12850999e+01 3.60338708e-06
1.67504188e-03 1.12850788e+01 4.09271292e-05
1.70004250e-03 1.12849976e+01 1.52433210e-05
1.72504313e-03 1.12848998e+01 4.35497377e-06
1.75004375e-03 1.12848772e+01 4.20060811e-05
1.77504438e-03 1.12847972e+01 1.65300703e-05
1.80004500e-03 1.12846996e+01 5.98948974e-06
1.82504563e-03 1.12846755e+01 4.30518809e-05
1.85004625e-03 1.12845968e+01 1.76840938e-05
1.87504688e-03 1.12844995e+01 6.91190114e-06
1.90004750e-03 1.12843996e+01 6.15299813e-06
1.92504813e-03 1.12843734e+01 4.42059647e-05
1.95004875e-03 1.12842961e+01 1.94317487e-05
1.97504938e-03 1.12841995e+01 7.05372068e-06
2.00005000e-03 1.12841720e+01 4.49493097e-05
2.02505063e-03 1.12840955e+01 2.06434255e-05
2.05005125e-03 1.12839992e+01 8.68504134e-06
2.07505188e-03 1.12839703e+01 4.58706923e-05
2.10005250e-03 1.12838950e+01 2.18208046e-05
2.12505313e-03 1.12837991e+01 9.33993166e-06
2.15005375e-03 1.12837685e+01 4.66805849e-05
2.17505438e-03 1.12836945e+01 2.29207534e-05
2.20005500e-03 1.12835942e+01 2.33565934e-05
2.22505563e-03 1.12834991e+01 9.44451798e-06
2.25005625e-03 1.12834660e+01 4.75939662e-05
2.27505688e-03 1.12833934e+01 2.48119621e-05
2.30005750e-03 1.12832989e+01 1.01935220e-05
2.32505813e-03 1.12832642e+01 4.81844298e-05
2.35005875e-03 1.12831927e+01 2.60968505e-05
2.37505938e-03 1.12830986e+01 1.18730450e-05
2.40006000e-03 1.12830625e+01 4.89335166e-05
2.42506063e-03 1.12829917e+01 2.76469227e-05
2.45006125e-03 1.12828984e+01 1.27014382e-05
2.47506188e-03 1.12828604e+01 4.94844215e-05
2.50006250e-03 1.12827600e+01 4.90452744e-05
2.52506313e-03 1.12826905e+01 2.93570466e-05
2.55006375e-03 1.12825983e+01 1.31891962e-05
2.57506438e-03 1.12825580e+01 4.98157260e-05
2.60006500e-03 1.12824896e+01 3.05991623e-05
2.62506563e-03 1.12823980e+01 1.40035428e-05
2.65006625e-03 1.12823562e+01 5.00955343e-05
2.67506688e-03 1.12822884e+01 3.20864918e-05
2.70006750e-03 1.12821976e+01 1.54634735e-05
2.72506813e-03 1.12821543e+01 5.06319460e-05
2.75006875e-03 1.12820872e+01 3.36008453e-05
2.77506938e-03 1.12819973e+01 1.63865570e-05
2.80007000e-03 1.12818995e+01 7.12495449e-06
2.82507063e-03 1.12818524e+01 5.01223376e-05
2.85007125e-03 1.12817857e+01 3.50253491e-05
2.87507188e-03 1.12816971e+01 1.68409727e-05
2.90007250e-03 1.12816504e+01 5.09325290e-05
2.92507313e-03 1.12815848e+01 3.61188034e-05
2.95007375e-03 1.12814967e+01 1.79464790e-05
2.97507438e-03 1.12814483e+01 5.12393759e-05
3.00007500e-03 1.12813835e+01 3.73528717e-05
3.02507563e-03 1.12812959e+01 1.98572740e-05
3.05007625e-03 1.12812461e+01 5.17031229e-05
3.07507688e-03 1.12811818e+01 3.91593634e-05
3.10007750e-03 1.12810954e+01 2.10794197e-05
3.12507813e-03 1.12809989e+01 1.06187040e-05
3.15007875e-03 1.12809445e+01 5.01785979e-05
3.17507938e-03 1.12808802e+01 4.00566456e-05
3.20008000e-03 1.12807951e+01 2.15715005e-05
3.22508063e-03 1.12807419e+01 5.13841380e-05
3.25008125e-03 1.12806787e+01 4.14132274e-05
3.27508188e-03 1.12805945e+01 2.29351739e-05
3.30008250e-03 1.12805400e+01 5.13465047e-05
3.32508313e-03 1.12804769e+01 4.26961052e-05
3.35008375e-03 1.12803935e+01 2.50058179e-05
3.37508438e-03 1.12803379e+01 5.20033079e-05
3.40008500e-03 1.12802751e+01 4.41607905e-05
3.42508563e-03 1.12801929e+01 2.59218208e-05
3.45008625e-03 1.12800981e+01 1.39375689e-05
3.47508688e-03 1.12800370e+01 4.93358136e-05
3.50008750e-03 1.12799733e+01 4.44549123e-05
3.52508813e-03 1.12798924e+01 2.66732646e-05
3.55008875e-03 1.12798339e+01 5.13591684e-05
3.57508938e-03 1.12797712e+01 4.62048806e-05
3.60009000e-03 1.12796915e+01 2.80743373e-05
3.62509063e-03 1.12796321e+01 5.11348861e-05
3.65009125e-03 1.12795694e+01 4.75047447e-05
3.67509188e-03 1.12794900e+01 3.04580428e-05
3.70009250e-03 1.12794298e+01 5.17166304e-05
3.72509313e-03 1.12793674e+01 4.85233815e-05
3.75009375e-03 1.12792890e+01 3.19095632e-05
3.77509438e-03 1.12791967e+01 1.80021195e-05
3.80009500e-03 1.12791297e+01 4.77383441e-05
3.82509563e-03 1.12790652e+01 4.91132600e-05
3.85009625e-03 1.12789881e+01 3.27417288e-05
3.87509688e-03 1.12789258e+01 5.08439024e-05
3.90009750e-03 1.12788631e+01 5.01236385e-05
3.92509813e-03 1.12787868e+01 3.42910715e-05
3.95009875e-03 1.12787234e+01 5.16685839e-05
3.97509938e-03 1.12786611e+01 5.13868627e-05
4.00010000e-03 1.12785849e+01 3.65899137e-05
4.02510063e-03 1.12785217e+01 5.17408167e-05
4.05010125e-03 1.12784593e+01 5.21671328e-05
4.07510188e-03 1.12783838e+01 3.77666537e-05
4.10010250e-03 1.12782946e+01 2.29058086e-05
4.12510313e-03 1.12782200e+01 5.08729585e-05
4.15010375e-03 1.12781568e+01 5.22662489e-05
4.17510438e-03 1.12780828e+01 3.86049237e-05
4.20010500e-03 1.12780182e+01 5.10251189e-05
4.22510563e-03 1.12779550e+01 5.29290067e-05
4.25010625e-03 1.12778809e+01 4.04034744e-05
4.27510688e-03 1.12778157e+01 5.19021819e-05
4.30010750e-03 1.12777527e+01 5.43415614e-05
4.32510813e-03 1.12776795e+01 4.18321048e-05
4.35010875e-03 1.12776139e+01 5.23238538e-05
4.37510938e-03 1.12775508e+01 5.51151492e-05
4.40011000e-03 1.12774523e+01 5.13133989e-05
4.42511063e-03 1.12773788e+01 4.12431958e-05
4.45011125e-03 1.12773124e+01 5.15825666e-05
4.47511188e-03 1.12772489e+01 5.45820064e-05
4.50011250e-03 1.12771768e+01 4.38188819e-05
4.52511313e-03 1.12771105e+01 5.22148613e-05
4.55011375e-03 1.12770467e+01 5.51671491e-05
4.57511438e-03 1.12769748e+01 4.52510847e-05
